,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
180,180,고려대학교,Korea University,A,General,Seoul,정보보안학과(금융보안),Cybersecurity(Financial Security),공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://gss.korea.edu/sis_en/index.do,
181,181,고려대학교,Korea University,A,General,Seoul,정보보안학과(모빌리티보안),Cybersecurity(Mobility Security),공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://gss.korea.edu/sis_en/index.do,
182,182,고려대학교,Korea University,A,General,Sejong,기업경영학과(재무),Corporate Management(Finance),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://ba.korea.ac.kr/,
183,183,고려대학교,Korea University,A,General,Sejong,기업경영학과(마케팅),Corporate Management(Marketing),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://ba.korea.ac.kr/,
184,184,고려대학교,Korea University,A,General,Sejong,기업경영학과(조직관리),Corporate Management(Organization Management),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://ba.korea.ac.kr/,
185,185,고려대학교,Korea University,A,General,Sejong,기업경영학과(회계세무),Corporate Management(Accounting and Taxation),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://ba.korea.ac.kr/,
186,186,고려대학교,Korea University,A,General,Sejong,디지털경영학과(e비즈니스),Digital business(e-business),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,http://ddm.korea.ac.kr/,
187,187,고려대학교,Korea University,A,General,Sejong,고고미술사학과(고고학), Archaeology and Art History(Archaeology ),인문∙사회,Humanities & Social Sciences,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://sejong.korea.ac.kr/user/boardList.do?handle=81595&siteId=cuhc&id=cuhc_050100000000,
188,188,고려대학교,Korea University,A,General,Sejong,고고미술사학과(미술사학), Archaeology and Art History(Art History),인문∙사회,Humanities & Social Sciences,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://sejong.korea.ac.kr/user/boardList.do?handle=81595&siteId=cuhc&id=cuhc_050100000000,
189,189,고려대학교,Korea University,A,General,Sejong,사회복지학과(사회복지),Social Welfare(Social Welfare),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://sejong.korea.ac.kr/mbshome/mbs/socialwelfare/index.do,
190,190,고려대학교,Korea University,A,General,Sejong,사회복지학과(사회정책),Social Welfare(Social Policy),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://sejong.korea.ac.kr/mbshome/mbs/socialwelfare/index.do,
191,191,고려대학교,Korea University,A,General,Sejong,북한학과(북한학),North Korean Studies(North Korean Studies),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
192,192,고려대학교,Korea University,A,General,Sejong,북한학과(통일정책),North Korean Studies(Studies of Unification Policy),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
193,193,고려대학교,Korea University,A,General,Sejong,경제통계학과(거시경제정책),Economics and Statistics(Macroeconomic Policy),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
194,194,고려대학교,Korea University,A,General,Sejong,경제통계학과(국가통계학),Economics and Statistics(Governmental Statistics),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
195,195,고려대학교,Korea University,A,General,Sejong,경제통계학과(미시경제정책),Economics and Statistics(Microeconomic policy),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
196,196,고려대학교,Korea University,A,General,Sejong,경제통계학과(방송통신정책),Economics and Statistics(Broadcasting and Telecommunications Policy),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
197,197,고려대학교,Korea University,A,General,Sejong,경제통계학과(산업정책),Economics and Statistics(Industrial Policy),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
198,198,고려대학교,Korea University,A,General,Sejong,경제통계학과(응용거시계량경제학),Economics and Statistics(Applied Macroeconometrics),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
199,199,고려대학교,Korea University,A,General,Sejong,경제통계학과(응용미시계량경제학),Economics and Statistics(Applied Microeconometrics),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
200,200,고려대학교,Korea University,A,General,Sejong,경제통계학과(재정정책),Economics and Statistics(Fiscal Policy),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
201,201,고려대학교,Korea University,A,General,Sejong,경제통계학과(지역경제정책),Economics and Statistics(Regional Economic Policy),인문∙사회,Humanities & Social Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
202,202,고려대학교,Korea University,A,General,Sejong,"국토및도시정책협동과정
(국토및도시정책)","Department of National and Urban Policy
(National and Urban Policy)",인문∙사회,Humanities & Social Sciences,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://sejong.korea.ac.kr/mbshome/mbs/gup/index.do,
203,203,고려대학교,Korea University,A,General,Sejong,"빅데이터사이언스학과
(빅데이터사이언스)","Department of Big Data Science
(Big Data Science)",자연,Natural Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://sejong.korea.ac.kr/mbshome/mbs/bigdatascience/subview.do?id=bigdatascience_050500000000,
204,204,고려대학교,Korea University,A,General,Sejong,식품생명(식품생명),Food and Biotechnology(Food and Biotechnology),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://kfbt.korea.ac.kr,
205,205,고려대학교,Korea University,A,General,Sejong,응용물리학과(응집물리학),Applied Physics(Condensed Matter Physics),자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
206,206,고려대학교,Korea University,A,General,Sejong,응용물리학과(디스플레이·반도체),Applied Physics(Display and Semiconductor),자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
207,207,고려대학교,Korea University,A,General,Sejong,컴퓨터정보학과(전산과학),Computer and Information Science(Computer Science),자연,Natural Sciences,O,Korean / English,TOPIK 3 or above,March or September,X,Korean / English,TOPIK 3 or above,March or September,http://software.korea.ac.kr,
208,208,고려대학교,Korea University,A,General,Sejong,컴퓨터정보학과(DB및데이터마이닝),Computer and Information Science(DB and Data Mining),자연,Natural Sciences,X,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,http://software.korea.ac.kr,
209,209,고려대학교,Korea University,A,General,Sejong,"컴퓨터정보학과
(보안및병렬알고리즘)","Computer and Information Science
(Security and Parallel Algorithm)",자연,Natural Sciences,X,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,http://software.korea.ac.kr,
210,210,고려대학교,Korea University,A,General,Sejong,컴퓨터정보학과(네트워크관리),Computer and Information Science(Network Management),자연,Natural Sciences,X,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,http://software.korea.ac.kr,
211,211,고려대학교,Korea University,A,General,Sejong,컴퓨터정보학과(IoT&AI),Computer and Information Science(IoT&AI),자연,Natural Sciences,X,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,http://software.korea.ac.kr,
212,212,고려대학교,Korea University,A,General,Sejong,"컴퓨터정보학과
(인공지능및의생명전산학)","Computer and Information Science
(AI & Biomedical Computation)",자연,Natural Sciences,X,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,http://software.korea.ac.kr,
213,213,고려대학교,Korea University,A,General,Sejong,컴퓨터정보학과(지능컴퓨터시스템),"Computer and Information Science
(Intelligent Computer System)",자연,Natural Sciences,X,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,http://software.korea.ac.kr,
214,214,고려대학교,Korea University,A,General,Sejong,제어계측공학(메카트로닉스),Control and Instrumentation Engineering(Mechatronics),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
215,215,고려대학교,Korea University,A,General,Sejong,제어계측공학(계측 및 센서),"Control and Instrumentation Engineering
(Instrumentation and Sensor System)",공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
216,216,고려대학교,Korea University,A,General,Sejong,제어계측공학(지능형 모빌리티),Control and Instrumentation Engineering(Intelligent Mobility),공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
217,217,고려대학교,Korea University,A,General,Sejong,환경공학과(환경공학),"Department of Environmental Engineering
( Environmental Engineering)",공학,Engineering ,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,enveng.korea.ac.kr,
218,218,고려대학교,Korea University,A,General,Sejong,응용수학과(계산과학 및 암호학),"Applied Mathematics
(Computational Science and Cryptography)",자연,Natural Sciences,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,
